Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
64	MD Kirchhoff	Autopoiesis, free energy, and the life–mind continuity thesis	2018	Synthese	Springer	https://link.springer.com/article/10.1007/s11229-016-1100-6	https://scholar.google.com/scholar?cites=8831027022277288481&as_sdt=2005&sciodt=2007&hl=en	25	2021-12-16 4:18:54		10.1007/s11229-016-1100-6							64	21.33	64	1	3	… free energy principle in theoretical neurobiology, with roots in thermodynamics and statistical physics. This paper advances two claims. The first is that the free energy principle … As we have seen, in the context of active inference, the FEP shares the idea that cognition is rooted in …		https://scholar.google.com/scholar?q=related:IaK2uEkcjnoJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
63	D Williams	Hierarchical Bayesian models of delusion.	2018		repository.cam.ac.uk	https://www.repository.cam.ac.uk/handle/1810/275943	https://scholar.google.com/scholar?cites=7800427956335169444&as_sdt=2005&sciodt=2007&hl=en	140	2021-12-16 4:18:54									63	21	63	1	3	Researchers in the field of computational psychiatry have recently sought to model the formation and retention of delusions in terms of dysfunctions in a process of hierarchical Bayesian inference. I present a systematic review of such models and raise two challenges that have …	https://www.repository.cam.ac.uk/bitstream/handle/1810/275943/Hierarchical%20Bayesian%20Models%20of%20Delusion--Revised%20Manuscript.docx?sequence=1	https://scholar.google.com/scholar?q=related:pE9i2eWvQGwJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
60	PY Oudeyer	Computational theories of curiosity-driven learning	2018	arXiv preprint arXiv:1802.10546	arxiv.org	https://arxiv.org/abs/1802.10546	https://scholar.google.com/scholar?cites=3223710746261996966&as_sdt=2005&sciodt=2007&hl=en	70	2021-12-16 4:18:54									60	20	60	1	3	… the free energy principle, to characterize the theoretical properties of an ideal optimal Bayesian learner trying to build a good predictive model of the world. More precisely, the free energy principle … which are necessarily encountered by the active inference system, and which re…	https://arxiv.org/pdf/1802.10546	https://scholar.google.com/scholar?q=related:pkWOAdjrvCwJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
59	A Linson, A Clark, S Ramamoorthy, ...	The active inference approach to ecological perception: general information dynamics for natural and artificial embodied cognition	2018	Frontiers in Robotics and …	frontiersin.org	https://www.frontiersin.org/articles/10.3389/frobt.2018.00021/full	https://scholar.google.com/scholar?cites=5483557638581810729&as_sdt=2005&sciodt=2007&hl=en	16	2021-12-16 4:18:54	HTML	10.3389/frobt.2018.00021							59	19.67	15	4	3	… In this article, we will consider the active inference framework (AIF)—or, more strictly speaking, … At present, it should already be clear why active inference is not continuous with earlier notions of … the role of the free energy principle, “the other side of the coin” of active inference. …	https://www.frontiersin.org/articles/10.3389/frobt.2018.00021/full	https://scholar.google.com/scholar?q=related:KXYMgZ6CGUwJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
59	S Gallagher, A Daly	Dynamical relations in the self-pattern	2018	Frontiers in psychology	frontiersin.org	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.00664/full	https://scholar.google.com/scholar?cites=9154289597805435682&as_sdt=2005&sciodt=2007&hl=en	109	2021-12-16 4:18:54	HTML	10.3389/fpsyg.2018.00664							59	19.67	30	2	3	… This hypothesis is defended within the framework of predictive processing and the free energy principle (FEP) in several recent papers 7 . … This model minimizes prediction error (free energy); it can be further refined toward a more veridical model by active inference, ie, by …	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.00664/full	https://scholar.google.com/scholar?q=related:Ihs_QOORCn8J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
56	K Williford, D Bennequin, K Friston, ...	The projective consciousness model and phenomenal selfhood	2018	Frontiers in …	frontiersin.org	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.02571/full	https://scholar.google.com/scholar?cites=10722576652291461465&as_sdt=2005&sciodt=2007&hl=en	49	2021-12-16 4:18:54	HTML	10.3389/fpsyg.2018.02571							56	18.67	14	4	3	… minimization model of active inference, yielding an account of the cybernetic function of consciousness, viz., the modulation of the field’s cognitive and affective dynamics for the effective control of embodied agents. The geometrical and active inference components are linked …	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.02571/full	https://scholar.google.com/scholar?q=related:WdG6lKc-zpQJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
56	MB Mirza, RA Adams, C Mathys, KJ Friston	Human visual exploration reduces uncertainty about the sensed world	2018	PloS one	journals.plos.org	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190429	https://scholar.google.com/scholar?cites=6135370600923671494&as_sdt=2005&sciodt=2007&hl=en	379	2021-12-16 9:10:44	HTML								56	18.67	14	4	3	In previous papers, we introduced a normative scheme for scene construction and epistemic (visual) searches based upon active inference. This scheme provides a principled account of how people decide where to look, when categorising a visual scene based on its …	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190429	https://scholar.google.com/scholar?q=related:xituEQ43JVUJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
54	N Corbin, N Todd, KJ Friston, ...	Accurate modeling of temporal correlations in rapidly sampled fMRI time series	2018	Human brain …	Wiley Online Library	https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.24218	https://scholar.google.com/scholar?cites=12010359694809093845&as_sdt=2005&sciodt=2007&hl=en	361	2021-12-16 9:10:44		10.1002/hbm.24218							54	18	14	4	3	Rapid imaging techniques are increasingly used in functional MRI studies because they allow a greater number of samples to be acquired per unit time, thereby increasing statistical power. However, temporal correlations limit the increase in functional sensitivity and must be …	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24218	https://scholar.google.com/scholar?q=related:1dbDQYJeraYJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
53	M Miller, A Clark	Happily entangled: prediction, emotion, and the embodied mind	2018	Synthese	Springer	https://link.springer.com/article/10.1007/s11229-017-1399-7	https://scholar.google.com/scholar?cites=1292849227889528233&as_sdt=2005&sciodt=2007&hl=en	143	2021-12-16 4:18:54		10.1007/s11229-017-1399-7							53	17.67	27	2	3	… A central claim of this ‘active-inference’ view is that top-down predictions and bodily actions co-evolve in circular and self-organizing ways. Friston and colleagues write, “Crucially, this inference or assimilation is active, in the sense that the internal states affect the causes of …	http://cinc.uaem.mx/~bruno/material/5-manu-Miller-Clark2018_Article_HappilyEntangledPredictionEmot.pdf	https://scholar.google.com/scholar?q=related:qU1-4IUf8REJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
51	M Del Giudice, CL Buck, LE Chaby, ...	What is stress? A systems perspective	2018	Integrative and …	academic.oup.com	https://academic.oup.com/icb/article-abstract/58/6/1019/5094765	https://scholar.google.com/scholar?cites=6732215337925184017&as_sdt=2005&sciodt=2007&hl=en	178	2021-12-16 4:18:54									51	17	13	4	3	… This idea is consistent with active inference models, according to which the primary role of feedback pathways in the nervous system is to carry information about prediction errors, which can be used to update the brain’s feedforward models (see Pezzulo et al. ). It also dovetails …	https://academic.oup.com/icb/article/58/6/1019/5094765	https://scholar.google.com/scholar?q=related:EYp3WC6ibV0J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
51	C Klein	What do predictive coders want?	2018	Synthese	Springer	https://link.springer.com/article/10.1007/s11229-016-1250-6	https://scholar.google.com/scholar?cites=5562188890061391887&as_sdt=2005&sciodt=2007&hl=en	75	2021-12-16 4:18:54		10.1007/s11229-016-1250-6							51	17	51	1	3	… The Free Energy principle might avoid the problem, but only at the cost of setting itself up as a highly idealized model, which is then literally false to the world. I draw at least one optimistic conclusion, however. Real-world, real-time systems may embody motivational states in a …	http://cinc.uaem.mx/~bruno/material/4-tlacua-Klein2018_Article_WhatDoPredictiveCodersWant.pdf	https://scholar.google.com/scholar?q=related:D8i7ZVPdME0J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
46	G Markkula, E Boer, R Romano, N Merat	Sustained sensorimotor control as intermittent decisions about prediction errors: Computational framework and application to ground vehicle steering	2018	Biological cybernetics	Springer	https://link.springer.com/article/10.1007/s00422-017-0743-9	https://scholar.google.com/scholar?cites=2280286891343698296&as_sdt=2005&sciodt=2007&hl=en	171	2021-12-16 4:18:54	HTML	10.1007/s00422-017-0743-9							46	15.33	12	4	3	… In the active inference terminology, the G and H in our framework are examples of generative models. However, the active inference models … In our understanding, such mechanisms should be obtainable as special cases of the more generally formulated active inference theory; …	https://link.springer.com/article/10.1007/s00422-017-0743-9	https://scholar.google.com/scholar?q=related:eFmFoNg0pR8J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
46	EH Siegel, JB Wormwood, KS Quigley, ...	Seeing what you feel: Affect drives visual perception of structurally neutral faces	2018	Psychological …	journals.sagepub.com	https://journals.sagepub.com/doi/abs/10.1177/0956797617741718	https://scholar.google.com/scholar?cites=11704845324015439150&as_sdt=2005&sciodt=2007&hl=en	139	2021-12-16 4:18:54		10.1177/0956797617741718							46	15.33	12	4	3	Affective realism, the phenomenon whereby affect is integrated into an individual’s experience of the world, is a normal consequence of how the brain processes sensory information from the external world in the context of sensations from the body. In the present investigation, …	https://journals.sagepub.com/doi/pdf/10.1177/0956797617741718	https://scholar.google.com/scholar?q=related:Lg3VqM72b6IJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
46	M Gilson, G Deco, KJ Friston, P Hagmann, D Mantini, ...	Effective connectivity inferred from fMRI transition dynamics during movie viewing points to a balanced reconfiguration of cortical interactions	2018	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811917308108	https://scholar.google.com/scholar?cites=7703861736719673003&as_sdt=2005&sciodt=2007&hl=en	412	2021-12-16 9:10:44									46	15.33	8	6	3	Our behavior entails a flexible and context-sensitive interplay between brain areas to integrate information according to goal-directed requirements. However, the neural mechanisms governing the entrainment of functionally specialized brain areas remain …	https://www.biorxiv.org/content/biorxiv/early/2017/08/25/110015.full.pdf	https://scholar.google.com/scholar?q=related:q2bmx26d6WoJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
45	T Parr, KJ Friston	The computational anatomy of visual neglect	2018	Cerebral Cortex	academic.oup.com	https://academic.oup.com/cercor/article-abstract/28/2/777/4668706	https://scholar.google.com/scholar?cites=272634116766802210&as_sdt=2005&sciodt=2007&hl=en	74	2021-12-16 4:18:54									45	15	23	2	3	… active inference and show how this normative approach can be used to identify the functional lesions that could cause visual neglect. We then propose a neuroanatomical network that is consistent with the neuronal message passing implied by active inference. … active inference …	https://academic.oup.com/cercor/article/28/2/777/4668706	https://scholar.google.com/scholar?q=related:IqGJ40iXyAMJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
45	MD Kirchhoff	Predictive processing, perceiving and imagining: Is to perceive to imagine, or something close to it?	2018	Philosophical Studies	Springer	https://link.springer.com/article/10.1007/s11098-017-0891-8	https://scholar.google.com/scholar?cites=961702547891313384&as_sdt=2005&sciodt=2007&hl=en	73	2021-12-16 4:18:54		10.1007/s11098-017-0891-8							45	15	45	1	3	… that active inference puts the brain in a position to utilize embodied activity. Since embodied activity is a strategy for learning about and exploring long-term regularities in the environment, active inference … in the context of the extended mind debate and the free energy principle). …	http://www.theisticscience.com/papers/tree/PredictivePsych/Kirchhoff-PhilStud2018.pdf	https://scholar.google.com/scholar?q=related:6FqmOl-nWA0J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
45	WH Alexander, JW Brown	Frontal cortex function as derived from hierarchical predictive coding	2018	Scientific reports	nature.com	https://www.nature.com/articles/s41598-018-21407-9	https://scholar.google.com/scholar?cites=17755116422844622454&as_sdt=2005&sciodt=2007&hl=en	101	2021-12-16 4:18:54	HTML								45	15	23	2	3	… a complementary account to approaches such as active inference 51 which have been leveraged to explain neural activity as minimizing surprise by inferring states of previously learned models 52 . While not strictly performing active inference, the HER model (once trained) …	https://www.nature.com/articles/s41598-018-21407-9	https://scholar.google.com/scholar?q=related:dqZb4VDYZvYJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2018&as_yhi=2018
